Type,Name,Pillar,Category,SubCategory,HasImage,Brand,Description
Product,Birthday Hiking Kit — Trail Ready,celebrate,accessories,adventure_gear,Yes,,"Complete hiking kit: paw boots, trail harness with handle, collapsible bowl, and"
Product,Trail Safety Kit — Adventure First Aid,shop,accessories,adventure_gear,Yes,,"Be prepared! Includes paw balm, tick remover, bandages, antiseptic wipes, emerge"
Product,High-Energy Adventure Bites,shop,treats,trail_treats,Yes,,"Protein-packed treats for active adventures. Chicken, salmon & sweet potato. Eas"
Product,Freeze-Dried Trail Mix — Birthday Edition,celebrate,treats,trail_treats,Yes,,"Premium freeze-dried meat mix: chicken, beef, lamb. Lightweight for hiking. Birt"
Product,Salmon Birthday Cake,celebrate,cakes,Birthday Feast,Yes,,"A full birthday cake for dogs. Salmon base, sweet potato frosting, bone-shaped b"
Product,Birthday Feast Bundle,celebrate,cakes,Birthday Feast,Yes,,The complete birthday feast: Salmon Birthday Cake + Salmon Biscuit Box (12 biscu
Product,Paw Print Birthday Cupcakes,celebrate,cakes,Birthday Feast,Yes,,6 cupcake-sized treats with paw print decoration. Salmon or peanut butter base. 
Product,Peanut Butter Birthday Cake,celebrate,cakes,Birthday Feast,Yes,,"Full birthday cake with peanut butter frosting, banana decoration, all-natural i"
Product,Salmon Biscuit Box,shop,treats,Everyday Treats,Yes,,"12 salmon-flavour dog biscuits, baked fresh, soy-free. Great as everyday treat o"
Product,Peanut Butter Drops,shop,treats,Everyday Treats,Yes,,"30 peanut butter training treat drops. Natural peanut butter, oat base. Allergen"
Product,Mixed Veggie Chews,shop,treats,Everyday Treats,Yes,,"Dehydrated carrot, sweet potato and beetroot chews. Allergy-safe, grain-free. Ri"
Product,Salmon Biscuit Baking Kit,shop,treats,Everyday Treats,Yes,,"DIY salmon biscuit kit: pre-measured dry mix, silicone paw print mould, recipe c"
Product,Birthday Treat Platter,celebrate,desi-treats,Special Occasion,Yes,,"8 different treat varieties on a birthday-themed platter: jerky, biscuits, chews"
Product,Gourmet Salmon Feast Bowl,shop,desi-treats,Special Occasion,Yes,,"A chef-prepared salmon feast bowl: poached salmon, steamed sweet potato, steamed"
Product,Allergy-Safe Treat Variety Pack,shop,nut-butters,Allergy-Safe Products,Yes,,"12-variety treat pack, all certified chicken-free, soy-free, wheat-free. Ideal f"
Product,Salmon-Only Biscuits,shop,nut-butters,Allergy-Safe Products,Yes,,"100% salmon biscuits — single-ingredient, pure salmon. No additives, no allergen"
Product,Lamb Jerky Strips,shop,nut-butters,Allergy-Safe Products,Yes,,"Slow-dried lamb jerky strips. High protein, no chicken, no soy. Excellent for do"
Product,Recovery Celebration Treats,shop,nut-butters,Allergy-Safe Products,Yes,,Birthday treats formulated for dogs on cancer treatment or recovery. Vet-reviewe
Product,Tennis Ball Birthday Set,celebrate,toys,Favourite Toys,Yes,,3 high-bounce tennis balls in birthday gift wrap. Mojo's absolute favourite. Com
Product,Premium Rope Toy Set,shop,toys,Favourite Toys,Yes,,"3 cotton rope toys of varying sizes. Hand-braided, durable, great for tug-of-war"
Product,Squeaky Plush Birthday Collection,celebrate,toys,Favourite Toys,Yes,,"3 birthday-themed squeaky plushies: birthday cake, candle, and a wrapped present"
Product,Interactive Fetch Machine,shop,toys,Favourite Toys,Yes,,"Automatic ball launcher for solo play. 3 distance settings (5m, 10m, 15m). Compa"
Product,Level 3 Puzzle Feeder,shop,puzzle_toys,Enrichment Kits,Yes,,"Advanced food puzzle feeder. Level 3 difficulty. Multiple compartments, sliding "
Product,Sniff & Seek Enrichment Kit,shop,puzzle_toys,Enrichment Kits,Yes,,"Scent enrichment kit: 5 sniff-work activities including scent tubes, treat puzzl"
Product,Birthday Activity Kit,celebrate,puzzle_toys,Enrichment Kits,Yes,,"Birthday-themed enrichment kit: lick mat, sniff mat, treat ball, and activity ca"
Product,Birthday Lick Mat Set,celebrate,puzzle_toys,Enrichment Kits,Yes,,3 lick mats of varying textures with a birthday spreads recipe card. Includes pe
Product,Birthday Games Bundle,celebrate,enrichment,Activity Bundles,Yes,,"4 birthday party games: treat treasure hunt, obstacle course guide, party tricks"
Product,Outdoor Adventure Play Pack,shop,enrichment,Activity Bundles,Yes,,"Birthday morning adventure kit: 2 tennis balls, treat pouch, paw wipes, portable"
Product,Senior Gentle Play Kit,shop,enrichment,Activity Bundles,Yes,,"Birthday toy set designed for senior dogs (7+ years): soft plush, gentle tug, sl"
Product,Birthday Toy Mystery Box,celebrate,enrichment,Activity Bundles,Yes,,Surprise birthday toy box curated by Mira: 5 toys matched to your dog's play sty
Product,Pawty Game Set,celebrate,party_accessories,Party Games,Yes,,"Pawty game set for birthday parties: musical chairs guide, treat toss game, birt"
Product,Musical Chairs for Dogs,celebrate,party_accessories,Party Games,Yes,,"Musical chairs adapt for dogs: cushion stations, treat rewards, participation ba"
Product,Pawty Starter Kit,celebrate,party_kits,Pawty Planning,Yes,,"Birthday pawty starter kit: birthday banner, 6 paw-print plates, napkins, balloo"
Product,Premium Pawty Decoration Pack,celebrate,party_kits,Pawty Planning,Yes,,"Premium decoration pack: metallic birthday banner, 10 balloons, paw-print tablec"
Product,Treat Bag Party Favours,celebrate,party_kits,Pawty Planning,Yes,,"8 pre-filled birthday party favour bags for guest dogs: 3 treats each, paw-print"
Product,Pawty Photo Booth Kit,celebrate,party_kits,Pawty Planning,Yes,,"Photo booth kit: birthday-themed backdrop, 12 prop signs (bone, paw, hearts, Hap"
Product,Friend Gift Box — Bruno,celebrate,hampers,Friend Gifts,Yes,,"Birthday gift box for a dog friend. Includes treat mix, bandana, and birthday ca"
Product,Friend Bandana Set,celebrate,hampers,Friend Gifts,Yes,,Matching birthday bandana set for two dog friends. Both say 'Birthday Squad'. Co
Product,Group Treat Box,celebrate,hampers,Friend Gifts,Yes,,Large treat box for birthday parties: 30 mixed treats suitable for most dogs. Gr
Product,Home Pawty Setup Service,shop,venue,Venue Finder,Yes,,"Professional pawty setup service at your home. Includes decoration, table setup,"
Product,Paw Print Invitations,celebrate,party_accessories,Invitations,Yes,,10 printed birthday invitations with paw print design. Personalised with your do
Product,Digital Pawty Invitation Set,celebrate,party_accessories,Invitations,Yes,,3 animated digital invitation templates for WhatsApp. Personalise with your dog'
Product,Mojo's Guest List Card,celebrate,party_accessories,Invitations,Yes,,A beautiful printed guest list card personalised with your dog's name. Each gues
Product,Sunrise Walk Birthday Experience,celebrate,walking,Birthday Walk,Yes,,"Guided sunrise birthday walk experience. Professional guide, trail snacks for th"
Product,Birthday Trail Pack,celebrate,walking,Birthday Walk,Yes,,"Birthday trail pack: trail treats, collapsible water bowl, paw balm, whistle, bi"
Product,Outdoor Photoshoot Add-on,shop,walking,Birthday Walk,Yes,,Professional photographer for your dog's birthday outdoor shoot. 30-minute sessi
Product,Pet-Friendly Trail Map — Bengaluru,travel,adventure,Outdoor Spots,Yes,,Printed and digital map of 5 best dog-friendly walking trails in Bengaluru. Rate
Product,Park Birthday Booking,celebrate,adventure,Outdoor Spots,Yes,,Reserve a private garden or park space for 2 hours for your dog's birthday. Conc
Product,Adventure Dog Harness,travel,travel,Adventure Gear,Yes,,"Premium padded Y-harness for adventure dogs. No-pull design, reflective strips, "
Product,Collapsible Adventure Kit,travel,travel,Adventure Gear,Yes,,"4-piece collapsible outdoor kit: water bottle, food bowl, treat pouch, poop bag "
Product,Paw Balm Recovery Kit,travel,travel,Adventure Gear,Yes,,"Post-walk paw recovery kit: paw balm, soothing wipes, protective socks. For dogs"
Product,Energy Trail Treat Pouch,shop,treats,Trail Treats,Yes,,"High-energy trail treats for active dogs: chicken jerky, dried apple, peanut but"
Product,Natural Energy Balls,shop,treats,Trail Treats,Yes,,"Handmade energy balls: oat, peanut butter, banana, honey. 10-pack. Natural, high"
Product,Birthday Groom Session,celebrate,grooming,Grooming Booking,Yes,,"Full birthday grooming session at a partner salon: bath, blow dry, nail trim, ea"
Product,Birthday Pamper Package,celebrate,grooming,Grooming Booking,Yes,,Full birthday pamper day: grooming + mini photoshoot + birthday cake. A complete
Product,Birthday Bandana Set,celebrate,party_accessories,Birthday Accessories,Yes,,"3 birthday bandanas: Happy Birthday (gold), Birthday Boy/Girl (pink/blue), Birth"
Product,Personalised Name Bandana,celebrate,party_accessories,Birthday Accessories,Yes,,Cotton birthday bandana with your dog's name embroidered in gold thread. Choose 
Product,Birthday Bow Set,celebrate,party_accessories,Birthday Accessories,Yes,,"5 birthday bows in different styles for small and toy breeds. No-slip clip, comf"
Product,Birthday Outfit Set,celebrate,party_accessories,Birthday Accessories,Yes,,"Complete birthday outfit set: bandana, bow, matching collar with birthday charm."
Product,Spa Birthday Kit,celebrate,grooming,Spa at Home,Yes,,"Complete at-home spa kit: natural shampoo, conditioner, paw soak, coat spray, ea"
Product,Deep Clean Birthday Bath Kit,celebrate,grooming,Spa at Home,Yes,,"Professional-grade bath kit: clarifying shampoo, deep-clean conditioner, deshedd"
Product,Professional Grooming Brush Set,care,grooming,Spa at Home,Yes,,"Professional grooming brush set: slicker brush, pin brush, deshedding comb, mat "
Product,Coat Shine Finishing Spray,celebrate,party_accessories,Photo-Ready,Yes,,Leave-in coat finishing spray that adds shine and controls flyaways. Fragrance-f
Product,Birthday Nail Art Kit,celebrate,party_accessories,Photo-Ready,Yes,,"Dog-safe nail polish set: 5 birthday colours (pink, gold, white, red, blue). Pee"
Product,Birthday Perfume — Dog-Safe,celebrate,party_accessories,Photo-Ready,Yes,,"Dog-safe birthday cologne: light floral scent, alcohol-free, lasts 4-6 hours. Sa"
Product,Nina Ottosson Level 3 Puzzle,shop,puzzle_toys,Puzzle Toys,Yes,,"Nina Ottosson Dog Smart Level 3 puzzle. Multiple hiding compartments, rotating p"
Product,Nina Ottosson Level 2 Puzzle,shop,puzzle_toys,Puzzle Toys,Yes,,Nina Ottosson Dog Tornado Level 2. Rotating compartments with removable discs. E
Product,Sniff & Seek Enrichment Set,shop,puzzle_toys,Puzzle Toys,Yes,,"Nose work enrichment set: sniff mat, scent tubes, hide-and-seek treat tin. For d"
Product,10 New Tricks Kit,fit,training,Trick Kits,Yes,,"Trick training kit: 10 trick flash cards, target stick, clicker, 50g training tr"
Product,Advanced Trick Master Kit,fit,training,Trick Kits,Yes,,"Advanced trick kit: 20 trick cards (level 3-5 difficulty), agility ring, target "
Product,Birthday Trick Show Kit,celebrate,training,Trick Kits,Yes,,"Birthday trick show kit: 5 showstopper trick cards, a bow-tie for the performanc"
Product,1-on-1 Training Session,fit,training,Training Sessions,Yes,,Gift a 60-minute 1-on-1 training session with a certified dog trainer. Covers 3-
Product,Group Training Class — Birthday Gift,celebrate,training,Training Sessions,Yes,,Gift a 90-minute group training class for your dog. Socialisation + skills. Conc
Product,Hide and Seek Treat Ball,shop,puzzle_toys,Brain Games,Yes,,Interactive treat ball with hide-and-seek compartments. Level 2 difficulty. Work
Product,Interactive Dog Puzzle Game,shop,puzzle_toys,Brain Games,Yes,,"Multi-level interactive puzzle with moving pieces, levers, and compartments. Awa"
Product,Enrichment Advent Calendar,shop,puzzle_toys,Brain Games,Yes,,Dog enrichment advent calendar: 24 doors with mix of treat and activity reveals.
Product,Canine Immunity Booster,care,supplements,Wellness Gifts,Yes,,"3-mushroom immunity blend: reishi, turkey tail, shiitake. Powder format, add to "
Product,Salmon Oil — Omega 3 & 6,care,supplements,Wellness Gifts,Yes,,Norwegian wild salmon oil rich in Omega 3 & 6. 250ml pump bottle. Supports coat 
Product,Probiotic Powder,care,supplements,Wellness Gifts,Yes,,Multi-strain probiotic powder for dogs. 30-day supply. 5 billion CFU. Supports d
Product,Wellness Birthday Bundle,celebrate,supplements,Wellness Gifts,Yes,,Birthday wellness bundle: Salmon Oil + Probiotic Powder + Immunity Booster. 30-d
Product,Medicinal Mushroom Complex,care,supplements,Supplements,Yes,,"6-mushroom adaptogen complex: chaga, lion's mane, reishi, turkey tail, cordyceps"
Product,Turmeric & Black Pepper Blend,care,supplements,Supplements,Yes,,Organic turmeric with black pepper (piperine) for bioavailability. 90 capsules o
Product,Vitamin B Complex,care,supplements,Supplements,Yes,,"Complete Vitamin B complex for dogs: B1, B2, B3, B5, B6, B7, B9, B12. Liquid for"
Product,Annual Wellness Check Gift,celebrate,health,Health Check,Yes,,"Gift voucher for a full annual wellness check at a partner vet: bloodwork, physi"
Product,Cancer Marker Test — Gift,celebrate,health,Health Check,Yes,,Gift a cancer marker blood test (CANS) for early detection. Concierge arranges c
Product,Longevity Supplement Plan,care,supplements,Longevity Plan,Yes,,3-month longevity supplement plan curated for your dog's age and breed: joint su
Product,Senior Vitality Pack,care,supplements,Longevity Plan,Yes,,"Complete senior vitality pack: joint supplement, omega oil, B complex, probiotic"
Product,Birthday Photoshoot,celebrate,portraits,Photoshoot,Yes,,"Professional in-studio birthday photoshoot for your dog. 45-minute session, 15 e"
Product,Outdoor Birthday Shoot,celebrate,portraits,Photoshoot,Yes,,"Outdoor birthday photoshoot at a curated Bengaluru location. 1-hour session, sun"
Product,At-Home Photoshoot Kit,shop,portraits,Photoshoot,Yes,,"DIY birthday photoshoot kit: backdrop panel, 5 prop signs, balloon arch guide, l"
Product,Watercolour Portrait of Mojo,shop,portraits,Custom Portrait,Yes,,"Hand-painted watercolour portrait of your dog from your photo. A4 or A3 size, 5-"
Product,Digital Illustrated Portrait,shop,portraits,Custom Portrait,Yes,,Digital illustrated portrait of your dog in modern art style. Delivered as high-
Product,Paw Print Artwork,shop,portraits,Custom Portrait,Yes,,"Actual paw print artwork kit: non-toxic paint, paper, frame included. Do-it-your"
Product,Birthday Memory Book,celebrate,memory_books,Memory Book,Yes,,"Beautiful birthday memory book: 40 pages for photos, stories, paw prints, and mi"
Product,Annual Photo Book,shop,memory_books,Memory Book,Yes,,"Annual photo book for your dog: 50 pages, premium print quality, lay-flat bindin"
Product,Soul Story Print,shop,memory_books,Soul Story,Yes,,Mira AI writes your dog's unique soul story based on their profile. Printed on p
Product,Soul Story Digital Download,shop,memory_books,Soul Story,Yes,,"Mira AI writes a personalised soul story for your dog, delivered as a beautifull"
Product,Test Product,shop,,,Yes,,
Product,TEST Celebrate Birthday Cake,celebrate,cakes,,Yes,,
Product,Dog Yoga Mat,fit,fit,,Yes,,Non-slip yoga mat designed for pet stretching and relaxation exercises. Perfect 
Product,Pet Insurance Quote Comparison,paperwork,insure,,Yes,,Get quotes from multiple pet insurance providers and find the best coverage for 
Product,Pet-Friendly Hotel Stay,travel,hotel,,Yes,,Luxury hotel with pet amenities
Product,Pet Daycare - Full Day,care,daycare,Care Essentials,Yes,,Supervised daycare with activities
Product,Pet Resort Getaway,shop,resort,,Yes,,Luxury resort for pets
Product,Stay Essentials Kit,stay,essentials,,Yes,,"Travel bed, bowl, and comfort items"
Product,Domestic Flight Coordination,shop,flight,,Yes,,Complete flight travel support
Product,Fresh Meal Plan - Weekly,dine,fresh-meals,,Yes,,Fresh cooked meals delivered weekly
Product,Pet Sitting (8 hours),shop,sitting,,Yes,,In-home pet sitting
Product,Puppy Training Course,fit,training,,Yes,,8-week foundation training
Product,Fun Tricks Workshop,shop,workshop,,Yes,,Learn cool tricks
Product,Dog Park Day Pass,shop,park,,Yes,,Full day park access
Product,Pet Cafe Voucher,shop,cafe,,Yes,,Pet-friendly cafe experience
Product,Premium Spa Package,shop,spa,,Yes,,Full spa treatment
Product,Adoption Consultation,adopt,consultation,,Yes,,Find your perfect match
Product,Post-Adoption Support,adopt,support,,Yes,,30-day support package
Product,Restaurant Voucher - ₹500,shop,voucher,,Yes,,Pet-friendly restaurant credit
Product,Basic Health Coverage,care,insurance,Care Essentials,Yes,,Essential health insurance
Product,Golden Retriever · Birthday Cake · Custom Design,celebrate,breed-cakes,golden-retriever-special,Yes,,Celebrate your Golden Retriever's special day with this beautifully crafted birt
Product,Golden Retriever · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,golden-retriever-special,Yes,,Show off your love for your Golden Retriever with this stunning ceramic mug feat
Product,Golden Retriever · Designer Bandana · Birthday Edition,celebrate,bandanas,golden-retriever-special,Yes,,Make your Golden Retriever the star of the party with this stylish birthday band
Product,Golden Retriever · Photo Frame · Memorial Edition,celebrate,accessories,golden-retriever-special,Yes,,Cherish every moment with your Golden Retriever in this beautifully crafted phot
Product,Golden Retriever · Treat Box · Celebration Pack,celebrate,celebration_addons,golden-retriever-special,Yes,,Complete celebration pack for your Golden Retriever! Includes breed-appropriate 
Product,Golden Retriever · Canvas Print · Art Collection,celebrate,cups_merch,golden-retriever-special,Yes,,Beautiful canvas artwork featuring a majestic Golden Retriever portrait. Museum-
Product,Golden Retriever · Breed Keychain · Accessory,shop,accessories,golden-retriever-special,Yes,,Cute Golden Retriever shaped keychain - carry your love for your pet wherever yo
Product,Golden Retriever · Party Hat · Birthday Special,celebrate,celebration_addons,golden-retriever-special,Yes,,The cutest party hat for your Golden Retriever! Adjustable elastic strap ensures
Product,Labrador · Birthday Cake · Custom Design,celebrate,breed-cakes,labrador-special,Yes,,Celebrate your Labrador's special day with this beautifully crafted birthday cak
Product,Labrador · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,labrador-special,Yes,,Show off your love for your Labrador with this stunning ceramic mug featuring be
Product,Labrador · Designer Bandana · Birthday Edition,celebrate,bandanas,labrador-special,Yes,,Make your Labrador the star of the party with this stylish birthday bandana! Sof
Product,Labrador · Photo Frame · Memorial Edition,celebrate,accessories,labrador-special,Yes,,Cherish every moment with your Labrador in this beautifully crafted photo frame.
Product,Labrador · Treat Box · Celebration Pack,celebrate,celebration_addons,labrador-special,Yes,,"Complete celebration pack for your Labrador! Includes breed-appropriate treats, "
Product,Labrador · Canvas Print · Art Collection,celebrate,cups_merch,labrador-special,Yes,,Beautiful canvas artwork featuring a majestic Labrador portrait. Museum-quality 
Product,Labrador · Breed Keychain · Accessory,shop,accessories,labrador-special,Yes,,Cute Labrador shaped keychain - carry your love for your pet wherever you go! Pr
Product,Labrador · Party Hat · Birthday Special,celebrate,celebration_addons,labrador-special,Yes,,The cutest party hat for your Labrador! Adjustable elastic strap ensures comfort
Product,German Shepherd · Birthday Cake · Custom Design,celebrate,breed-cakes,german-shepherd-special,Yes,,Celebrate your German Shepherd's special day with this beautifully crafted birth
Product,German Shepherd · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,german-shepherd-special,Yes,,Show off your love for your German Shepherd with this stunning ceramic mug featu
Product,German Shepherd · Designer Bandana · Birthday Edition,celebrate,bandanas,german-shepherd-special,Yes,,Make your German Shepherd the star of the party with this stylish birthday banda
Product,German Shepherd · Photo Frame · Memorial Edition,celebrate,accessories,german-shepherd-special,Yes,,Cherish every moment with your German Shepherd in this beautifully crafted photo
Product,German Shepherd · Treat Box · Celebration Pack,celebrate,celebration_addons,german-shepherd-special,Yes,,Complete celebration pack for your German Shepherd! Includes breed-appropriate t
Product,German Shepherd · Canvas Print · Art Collection,celebrate,cups_merch,german-shepherd-special,Yes,,Beautiful canvas artwork featuring a majestic German Shepherd portrait. Museum-q
Product,German Shepherd · Breed Keychain · Accessory,shop,accessories,german-shepherd-special,Yes,,Cute German Shepherd shaped keychain - carry your love for your pet wherever you
Product,German Shepherd · Party Hat · Birthday Special,celebrate,celebration_addons,german-shepherd-special,Yes,,The cutest party hat for your German Shepherd! Adjustable elastic strap ensures 
Product,Beagle · Birthday Cake · Custom Design,celebrate,breed-cakes,beagle-special,Yes,,Celebrate your Beagle's special day with this beautifully crafted birthday cake!
Product,Beagle · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,beagle-special,Yes,,Show off your love for your Beagle with this stunning ceramic mug featuring beau
Product,Beagle · Designer Bandana · Birthday Edition,celebrate,bandanas,beagle-special,Yes,,"Make your Beagle the star of the party with this stylish birthday bandana! Soft,"
Product,Beagle · Photo Frame · Memorial Edition,celebrate,accessories,beagle-special,Yes,,Cherish every moment with your Beagle in this beautifully crafted photo frame. F
Product,Beagle · Treat Box · Celebration Pack,celebrate,celebration_addons,beagle-special,Yes,,"Complete celebration pack for your Beagle! Includes breed-appropriate treats, mi"
Product,Beagle · Canvas Print · Art Collection,celebrate,cups_merch,beagle-special,Yes,,Beautiful canvas artwork featuring a majestic Beagle portrait. Museum-quality pr
Product,Beagle · Breed Keychain · Accessory,shop,accessories,beagle-special,Yes,,Cute Beagle shaped keychain - carry your love for your pet wherever you go! Prem
Product,Beagle · Party Hat · Birthday Special,celebrate,celebration_addons,beagle-special,Yes,,The cutest party hat for your Beagle! Adjustable elastic strap ensures comfortab
Product,Shih Tzu · Birthday Cake · Custom Design,celebrate,breed-cakes,shih-tzu-special,Yes,,Celebrate your Shih Tzu's special day with this beautifully crafted birthday cak
Product,Shih Tzu · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,shih-tzu-special,Yes,,Show off your love for your Shih Tzu with this stunning ceramic mug featuring be
Product,Shih Tzu · Designer Bandana · Birthday Edition,celebrate,bandanas,shih-tzu-special,Yes,,Make your Shih Tzu the star of the party with this stylish birthday bandana! Sof
Product,Shih Tzu · Photo Frame · Memorial Edition,celebrate,accessories,shih-tzu-special,Yes,,Cherish every moment with your Shih Tzu in this beautifully crafted photo frame.
Product,Shih Tzu · Treat Box · Celebration Pack,celebrate,celebration_addons,shih-tzu-special,Yes,,"Complete celebration pack for your Shih Tzu! Includes breed-appropriate treats, "
Product,Shih Tzu · Canvas Print · Art Collection,celebrate,cups_merch,shih-tzu-special,Yes,,Beautiful canvas artwork featuring a majestic Shih Tzu portrait. Museum-quality 
Product,Shih Tzu · Breed Keychain · Accessory,shop,accessories,shih-tzu-special,Yes,,Cute Shih Tzu shaped keychain - carry your love for your pet wherever you go! Pr
Product,Shih Tzu · Party Hat · Birthday Special,celebrate,celebration_addons,shih-tzu-special,Yes,,The cutest party hat for your Shih Tzu! Adjustable elastic strap ensures comfort
Product,Pug · Birthday Cake · Custom Design,celebrate,breed-cakes,pug-special,Yes,,Celebrate your Pug's special day with this beautifully crafted birthday cake! Ma
Product,Pug · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,pug-special,Yes,,Show off your love for your Pug with this stunning ceramic mug featuring beautif
Product,Pug · Designer Bandana · Birthday Edition,celebrate,bandanas,pug-special,Yes,,"Make your Pug the star of the party with this stylish birthday bandana! Soft, co"
Product,Pug · Photo Frame · Memorial Edition,celebrate,accessories,pug-special,Yes,,Cherish every moment with your Pug in this beautifully crafted photo frame. Feat
Product,Pug · Treat Box · Celebration Pack,celebrate,celebration_addons,pug-special,Yes,,"Complete celebration pack for your Pug! Includes breed-appropriate treats, mini "
Product,Pug · Canvas Print · Art Collection,celebrate,cups_merch,pug-special,Yes,,Beautiful canvas artwork featuring a majestic Pug portrait. Museum-quality print
Product,Pug · Breed Keychain · Accessory,shop,accessories,pug-special,Yes,,Cute Pug shaped keychain - carry your love for your pet wherever you go! Premium
Product,Pug · Party Hat · Birthday Special,celebrate,celebration_addons,pug-special,Yes,,The cutest party hat for your Pug! Adjustable elastic strap ensures comfortable 
Product,Rottweiler · Birthday Cake · Custom Design,celebrate,breed-cakes,rottweiler-special,Yes,,Celebrate your Rottweiler's special day with this beautifully crafted birthday c
Product,Rottweiler · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,rottweiler-special,Yes,,Show off your love for your Rottweiler with this stunning ceramic mug featuring 
Product,Rottweiler · Designer Bandana · Birthday Edition,celebrate,bandanas,rottweiler-special,Yes,,Make your Rottweiler the star of the party with this stylish birthday bandana! S
Product,Rottweiler · Photo Frame · Memorial Edition,celebrate,accessories,rottweiler-special,Yes,,Cherish every moment with your Rottweiler in this beautifully crafted photo fram
Product,Rottweiler · Treat Box · Celebration Pack,celebrate,celebration_addons,rottweiler-special,Yes,,Complete celebration pack for your Rottweiler! Includes breed-appropriate treats
Product,Rottweiler · Canvas Print · Art Collection,celebrate,cups_merch,rottweiler-special,Yes,,Beautiful canvas artwork featuring a majestic Rottweiler portrait. Museum-qualit
Product,Rottweiler · Breed Keychain · Accessory,shop,accessories,rottweiler-special,Yes,,Cute Rottweiler shaped keychain - carry your love for your pet wherever you go! 
Product,Rottweiler · Party Hat · Birthday Special,celebrate,celebration_addons,rottweiler-special,Yes,,The cutest party hat for your Rottweiler! Adjustable elastic strap ensures comfo
Product,Doberman · Birthday Cake · Custom Design,celebrate,breed-cakes,doberman-special,Yes,,Celebrate your Doberman's special day with this beautifully crafted birthday cak
Product,Doberman · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,doberman-special,Yes,,Show off your love for your Doberman with this stunning ceramic mug featuring be
Product,Doberman · Designer Bandana · Birthday Edition,celebrate,bandanas,doberman-special,Yes,,Make your Doberman the star of the party with this stylish birthday bandana! Sof
Product,Doberman · Photo Frame · Memorial Edition,celebrate,accessories,doberman-special,Yes,,Cherish every moment with your Doberman in this beautifully crafted photo frame.
Product,Doberman · Treat Box · Celebration Pack,celebrate,celebration_addons,doberman-special,Yes,,"Complete celebration pack for your Doberman! Includes breed-appropriate treats, "
Product,Doberman · Canvas Print · Art Collection,celebrate,cups_merch,doberman-special,Yes,,Beautiful canvas artwork featuring a majestic Doberman portrait. Museum-quality 
Product,Doberman · Breed Keychain · Accessory,shop,accessories,doberman-special,Yes,,Cute Doberman shaped keychain - carry your love for your pet wherever you go! Pr
Product,Doberman · Party Hat · Birthday Special,celebrate,celebration_addons,doberman-special,Yes,,The cutest party hat for your Doberman! Adjustable elastic strap ensures comfort
Product,Husky · Birthday Cake · Custom Design,celebrate,breed-cakes,husky-special,Yes,,Celebrate your Husky's special day with this beautifully crafted birthday cake! 
Product,Husky · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,husky-special,Yes,,Show off your love for your Husky with this stunning ceramic mug featuring beaut
Product,Husky · Designer Bandana · Birthday Edition,celebrate,bandanas,husky-special,Yes,,"Make your Husky the star of the party with this stylish birthday bandana! Soft, "
Product,Husky · Photo Frame · Memorial Edition,celebrate,accessories,husky-special,Yes,,Cherish every moment with your Husky in this beautifully crafted photo frame. Fe
Product,Husky · Treat Box · Celebration Pack,celebrate,celebration_addons,husky-special,Yes,,"Complete celebration pack for your Husky! Includes breed-appropriate treats, min"
Product,Husky · Canvas Print · Art Collection,celebrate,cups_merch,husky-special,Yes,,Beautiful canvas artwork featuring a majestic Husky portrait. Museum-quality pri
Product,Husky · Breed Keychain · Accessory,shop,accessories,husky-special,Yes,,Cute Husky shaped keychain - carry your love for your pet wherever you go! Premi
Product,Husky · Party Hat · Birthday Special,celebrate,celebration_addons,husky-special,Yes,,The cutest party hat for your Husky! Adjustable elastic strap ensures comfortabl
Product,Cocker Spaniel · Birthday Cake · Custom Design,celebrate,breed-cakes,cocker-spaniel-special,Yes,,Celebrate your Cocker Spaniel's special day with this beautifully crafted birthd
Product,Cocker Spaniel · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,cocker-spaniel-special,Yes,,Show off your love for your Cocker Spaniel with this stunning ceramic mug featur
Product,Cocker Spaniel · Designer Bandana · Birthday Edition,celebrate,bandanas,cocker-spaniel-special,Yes,,Make your Cocker Spaniel the star of the party with this stylish birthday bandan
Product,Cocker Spaniel · Photo Frame · Memorial Edition,celebrate,accessories,cocker-spaniel-special,Yes,,Cherish every moment with your Cocker Spaniel in this beautifully crafted photo 
Product,Cocker Spaniel · Treat Box · Celebration Pack,celebrate,celebration_addons,cocker-spaniel-special,Yes,,Complete celebration pack for your Cocker Spaniel! Includes breed-appropriate tr
Product,Cocker Spaniel · Canvas Print · Art Collection,celebrate,cups_merch,cocker-spaniel-special,Yes,,Beautiful canvas artwork featuring a majestic Cocker Spaniel portrait. Museum-qu
Product,Cocker Spaniel · Breed Keychain · Accessory,shop,accessories,cocker-spaniel-special,Yes,,Cute Cocker Spaniel shaped keychain - carry your love for your pet wherever you 
